State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Massachusetts,Upham's Corner Health Center,415 Columbia Rd,Dorchester,Clinic,,617-287-8000,,http://uphamscornerhealthcenter.org/uchc-expansion-of-covid-19-testing/
Massachusetts,Bowdoin Street Health Center,230 Bowdoin Street,Dorchester,Clinic,,617-754-0100,,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts,Harvard Street Neighborhood Health center,632 Blue Hill Ave,Dorchester,Clinic,,617-825-3400,,http://www.harvardstreet.org/
Massachusetts,CVS Health COVID-19 Testing Site,4 Broadway Road,Dracut,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,419 East Falmouth Highway,East Falmouth,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Falmouth Hospital,100 Ter Heun Drive,Falmouth,Drive-thru,,1-844-ASK-CCHC,,
Massachusetts,Convenient MD,40 Davis Straits,Falmouth,Drive-thru,,774-255-3010,,https://convenientmd.com/covid-19-testing/
Massachusetts,Care Well Urgent Care,380 John Fitch Highway,Fitchburg,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CareWell Urgent Care – Framingham,50 Worcester Rd #3,Framingham,Drive-thru,,508-861-7375,Call first,https://www.framinghamma.gov/2895/Resources-for-Residents
Massachusetts,Convenient MD,236 Cochituate Road,Framingham,Drive-thru,,774-244-3227,,https://convenientmd.com/covid-19-testing/
Massachusetts,Care Well Urgent Care,50 Worcester Road (Rt 9),Framingham,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Care Spot,"648 Old West Central Street, Suite C",Franklin,Clinic,,508-507-2474,,https://www.carespot.com/covid19-visitor-info/
Massachusetts,Baystate Health,164 High Street,Greenfield,Clinic/ Drive-thru,,413-795-TEST,,https://www.baystatehealth.org/covid19/testing
Massachusetts,CVS Health COVID-19 Testing Site,150 Lafayette Square,Haverhill,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,480 North Franklin Street,Holbrook,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,842 South Franklin Street,Holbrook,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,250 Whiting Farms Road,Holyoke,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Manet Community Health Center,180 George Washington Boulevard,Hull,Clinic,,(781) 925-4550,,https://www.manetchc.org/coronavirus-updates/
Massachusetts,Harbor Community Health Center – Hyannis,735 Attucks Ln,Hyannis,Drive-thru,,(508) 778-5420,,https://www.hhsi.us/locations/harbor-community-health-center-hyannis/
Massachusetts,CVS Health COVID-19 Testing Site,114 Central Street,Ipswich,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Lawrence General Hospital,70 General Street,Lawrence,Drive-thru,Monday - Friday from 9 am - 5 pm,978-683-4000,,https://www.lawrencegeneral.org/about-us/monitoring-covid-19
Massachusetts,CVS Health COVID-19 Testing Site,246 Mill Street,Leominster,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Care Well Urgent Care,58 Bedford Street,Lexington,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,32 Reiss Ave,Lowell,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Lynn Community Health,9 Buffum St,Lynn,Drive-thru,,781-581-3900,,https://www.lchcnet.org/front
Massachusetts,Pediatric Healthcare Associates,225 Boston Street,Lynn,Drive-thru,,781-599-1134,,http://phcapediatrics.com/
Massachusetts,CVS Health COVID-19 Testing Site,1080 Eastern Avenue,Malden,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,32 Ferry Street,Malden,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Care Well Urgent Care,757 Boston Post Road East,Marlborough,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Marlborough Hospital,157 Union Street,Marlborough,Drive-thru,M-F 8am - 12pm,855-862-7763,,https://www.umassmemorialhealthcare.org/marlborough-hospital/covid-19-testing-tent-resources-marlborough-hospital
Massachusetts,Physician One Urgent Care,4110 Mystic Valley Parkway,Medford,Clinic,,781.874.9399,,
Massachusetts,Pediatric Healthcare Associates,467 Rear Main Street,Melrose,Drive-thru,,781-665-5131,,http://phcapediatrics.com/
Massachusetts,American Family Urgent Care,380R Merrimack St.,Methuen,Clinic,,978-975-0700,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,Middleton Family Medicine,147 South Main Street,Middleton,Drive-thru,"Mon–Thurs, 7:30 AM to 7:30 PM, Fri, 7:30AM to 5:30PM, Sat & Sun 8:00AM to 12:00PM",978-774-2555,,https://familymedicinemiddleton.com/covid-19/
Massachusetts,Walgreens,5 Medway Road,Milford,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,
Massachusetts,American Family Urgent Care,129 Turnpike St.,N. Andover,Clinic,,978-470-0800,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,Nantucket Cottage Hospital,57 Prospect Street,Nantucket,Clinic,,(508) 825-8100,,https://nantuckethospital.org/covid-19-testing-at-nantucket/
Massachusetts,Natick Urgent Care,4 Mercer Road,Natick,Clinic,,508-318-4466,,https://natickurgentcare.com/
Massachusetts,Care Well Urgent Care,922 Highland Avenue,Needham,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,136 Ashley Boulevard,New Bedford,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Convenient MD,"35 Storey Ave, Unit 1",Newburyport,Drive-thru,,978-225-6607,,https://convenientmd.com/covid-19-testing/
Massachusetts,CVS Health COVID-19 Testing Site,109 Main Street,North Andover,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,North Attleboro Urgent Care,40 Cumberland Ave (RT.1),North Attleboro,Clinic,,508-455-4009,,https://natickurgentcare.com/
Massachusetts,Care Central,682 Depot Street,North Easton,Clinic,,(508) 297-1665,,https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts,CVS Health COVID-19 Testing Site,366 King Street,Northampton,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Care Spot,10002 Shops Way,Northborough,Clinic,,508-658-9286,,https://www.carespot.com/covid19-visitor-info/
Massachusetts,Care Well Urgent Care,333 Southwest Cutoff,Northborough,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,South Shore Health,143 Longwater Drive,Norwell,Drive-thru,,(781) 878-5200,,https://www.southshorehealth.org/covid-19
Massachusetts,Care Well Urgent Care,42 Washington St.,Norwell,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Norwood Urgent Care,1210 Providence Highway,Norwood,Clinic,,781-255-0500,,https://natickurgentcare.com/
Massachusetts,Care Well Urgent Care,229 Andover Street (Rt 114),Peabody,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Pediatric Healthcare Associates,10 Centennial Drive,Peabody,Drive-thru,,978-535-1110,,http://phcapediatrics.com/
Massachusetts,Convenient MD,296 Old Oak Street,Pembroke,Drive-thru,,339-244-3033,,https://convenientmd.com/covid-19-testing/
Massachusetts,CVS Health COVID-19 Testing Site,107 West Street,Pittsfield,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Convenient MD,86 Taunton Street,Plainville,Drive-thru,,508-928-5211,,https://convenientmd.com/covid-19-testing/
Massachusetts,Walmart,300 Colony Place Rd,Plymouth,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,
Massachusetts,Manet Community Health Center,110 West Squantum Street,Quincy,Clinic,,(617) 376-3000,,https://www.manetchc.org/coronavirus-updates/
Massachusetts,Quincy Medical Center,114 Whitwell St,Quincy,Drive-thru,,(617) 376-5533,,
Massachusetts,Manet Community Health Center,9 Bicknell Street,Quincy,Clinic,,(617) 471-4715,,https://www.manetchc.org/coronavirus-updates/
Massachusetts,Manet Community Health Center,1193 Sea Street,Quincy,Clinic,,(617) 471-8683,,https://www.manetchc.org/coronavirus-updates/
Massachusetts,ConvenientMD,"479 Washington Street, Suite 2",Quincy,Drive-thru,9-4 daily,617-303-6400,call first to be pre-screened,https://convenientmd.com/our-locations/?state=ma&status=open
Massachusetts,Convenient MD,"479 Washington Street, Suite 2",Quincy,Drive-thru,,857-529-5220,,https://convenientmd.com/covid-19-testing/
Massachusetts,Walmart,301 Falls Blvd,Quincy,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Massachusetts,CVS Health COVID-19 Testing Site,266 Route 44,Raynham,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Pediatric Healthcare Associates,30 New Crossing Road,Reading,Drive-thru,,781-439-6744,,http://phcapediatrics.com/
Massachusetts,Greater Roslindale Medical & Dental Center,4199 Washington Street,Roslindale,Clinic,,617.323.4440,,https://roslindale.org/news/community-covid-19-testing
Massachusetts,Whittier Street Health Center,1290 Tremont Street,Roxbury,Drive-thru,,(617) 427-1000,,http://www.wshc.org/
Massachusetts,The Dimock Center,55 Dimock Street,Roxbury,Clinic,,617-442-8800 ext. 2683,,https://www.bidmc.org/patient-and-visitor-information/covid-19-update
Massachusetts,North Shore Medical Center,81 Highland Avenue,Salem,Drive-thru,,978 741-1200,,https://nsmc.partners.org/covid-19-nsmc-updates
Massachusetts,Pediatric Healthcare Associates,600 Loring Avenue,Salem,Drive-thru,,978-741-8366,,http://phcapediatrics.com/
Massachusetts,CVS Health COVID-19 Testing Site,272 Highland Avenue,Salem,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Walmart,450 Highland Ave,Salem,Drive-thru,"Mon, Wed, Fri 7 a.m. - 9 a.m.",,,https://corporate.walmart.com/covid19testing
Massachusetts,CVS Health COVID-19 Testing Site,2 Lafayette Road,Salisbury,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,720 Boston Turnpike Road,Shrewsbury,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Ocean State Healthcare,400 Putnam Pike,Smithfield,Drive-thru,,(401) 757-6160,,https://www.oceanstateurgentcare.com/
Massachusetts,Care Well Urgent Care,349 Broadway,Somerville,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Cambridge Health Alliance - Crown Street parking lot,33 Tower St.,Somerville,Drive-thru,M-Sun 9-3,,current Cambridge Health Alliance patients only,https://www.challiance.org/about/newsroom/cambridge_health_alliance_to_provide_covid19_testi_1178
Massachusetts,CVS Health COVID-19 Testing Site,215 College Highway,Southwick,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Baystate Health,140 High Street,Springfield,Clinic/ Drive-thru,,413-795-TEST,,https://www.baystatehealth.org/covid19/testing
Massachusetts,Baystate Health,298 Carew Street,Springfield,Clinic/ Drive-thru,,413-795-TEST,,https://www.baystatehealth.org/covid19/testing
Massachusetts,Baystate Health,380 Plainfield Street,Springfield,Clinic/ Drive-thru,,413-795-TEST,,
Massachusetts,CVS Health COVID-19 Testing Site,770 Boston Road,Springfield,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,American Family Urgent Care,16 Main Street,Stoneham,Clinic,,781-279-4000,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,Care Central,286 Washington Street,Stoughton,Clinic,,(781) 341-2800,,https://carecentralurgentcare.com/covid-19-virus-announcement/
Massachusetts,American Family Care,450 Paradise Rd,Swampscott,Clinic,,(781) 691 – 9366,,https://www.afcurgentcarebeverly.com/covid-19-updates-faqs/
Massachusetts,Manet Community Health Center,1 Washington Street,Taunton,Clinic,,(508) 822-5500,,https://www.manetchc.org/coronavirus-updates/
Massachusetts,Care Well Urgent Care,345 Main Street,Tewksbury,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,451 Main Street,Wakefield,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,American Family Urgent Care,1030 Main Street,Waltham,Clinic,,781-894-6900,,https://afcurgentcarestoneham.com/covid-19-testing-and-faqs-stoneham/
Massachusetts,Physician One Urgent Care,1019 Trapelo Road,Waltham,Clinic,,781.736.1800,,https://physicianoneurgentcare.com/coronavirus2019
Massachusetts,CVS Health COVID-19 Testing Site,800 Lexington Street,Waltham,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Walgreens,80 River Street,Waltham,Drive-thru,9am-5pm,,No appointment needed. A valid ID is required. Bring insurance card if you have one.,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Massachusetts,Baystate Health,85 South Street,Ware,Clinic/ Drive-thru,,413-795-TEST,,https://www.baystatehealth.org/covid19/testing
Massachusetts,Ocean State Healthcare,1131 Warwick Ave,Warwick,Drive-thru,,(401) 287-4440,,https://www.oceanstateurgentcare.com/
Massachusetts,Care Well Urgent Care,535 Centerville Road,Warwick,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,1921 Centre Street,West Roxbury,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,928 Riverdale Street,West Springfield,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Baystate Health,57 Union Street,Westfield,Clinic/ Drive-thru,,413-795-TEST,,https://www.baystatehealth.org/covid19/testing
Massachusetts,CVS Health COVID-19 Testing Site,599 State Road,Westport,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Physician One Urgent Care,211 University Avenue,Westwood,Clinic,,781.776.4094,,https://physicianoneurgentcare.com/coronavirus2019
Massachusetts,Convenient MD,987 Main Street,Weymouth,Drive-thru,,781-927-3000,,https://convenientmd.com/covid-19-testing/
Massachusetts,CVS Health COVID-19 Testing Site,301 Central Street,Winchendon,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,Pediatrics Urgent Care,99 Commerce Way,Woburn,Drive-thru,,781-935-5437,,https://pmpediatrics.com/coronavirus-covid-19-frequently-asked-questions/
Massachusetts,Care Well Urgent Care,348 Greenwood Street,Worcester,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,Care Well Urgent Care,500 Lincoln Street,Worcester,Clinic,,800-659-5411,,https://www.carewellurgentcare.com/covid-19-response-at-carewell/
Massachusetts,CVS Health COVID-19 Testing Site,44 West Boylston Street,Worcester,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,CVS Health COVID-19 Testing Site,481 Lincoln Street,Worcester,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,St. Vincent’s Hospital,123 Summer St,Worcester,Drive-thru,,,,https://www.stvincenthospital.com/our-response-to-COVID-19
Massachusetts,UMass Memorial Medical Center,119 Belmont St,Worcester,Drive-thru,,,,https://www.umassmemorialhealthcare.org/umass-memorial-medical-center/physicians/covid-19-call-ahead-testing-resources
Massachusetts,CVS Health COVID-19 Testing Site,652 South Street,Wrentham,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Massachusetts,York Hospital,1001 S George St,York,Drive-thru,,207-351-2000,,https://www.yorkhospital.com/york-hospital-and-town-of-york-to-open-drive-thru-covid-19-testing-center-on-june-1st/
,,,,,,,,
Michigan,MidMichigan Urgent Care - Alma,321 E. Warwick Drive,Alma,Clinic,,(888) 591-0500,,https://www.midmichigan.org/conditions-treatments/coronavirus/
Michigan,Michigan Urgent Care,3280 Washtenaw Ave,Ann Arbor,Clinic,Daily 8AM—10PM,734-389-2000,No physician order needed,https://michiganurgentcare.com/
Michigan,Canton Health Center,"1051 N Canton Center Rd, Canton, MI 48187",Ann Arbor,Drive-thru,,734-763-6336,only for patients and employees; call ahead for phone screen,https://www.uofmhealth.org/coronavirus/appt-locations-update-covid-19
Michigan,West Ann Arbor Health Center,380 Parkland Plaza,Ann Arbor,Drive-thru,,734-763-6336,only for patients and employees; call ahead for phone screen,https://www.mottchildren.org/coronavirus/appt-locations-update-covid-19
